reference_product,unit,process_role,category,dataset_count
ammonium thiocyanate,kilogram,transformation,material/Chemicals/Organic/Transformation,1
"anaerobic digestion plant, agricultural",unit,market,material/Chemicals/Others/Market/Infrastructure,1
"anaerobic digestion plant, agricultural",unit,transformation,material/Chemicals/Others/Transformation/Infrastructure,2
"anaerobic digestion plant, agriculture, with methane recovery",unit,market,material/Chemicals/Others/Market/Infrastructure,1
"anaerobic digestion plant, agriculture, with methane recovery",unit,transformation,material/Chemicals/Others/Transformation/Infrastructure,2
"anaerobic digestion plant, for biowaste",unit,market,material/Chemicals/Others/Market/Infrastructure,1
"anaerobic digestion plant, for biowaste",unit,transformation,material/Chemicals/Others/Transformation/Infrastructure,2
"anaerobic digestion plant, for sewage sludge",unit,market,material/Chemicals/Others/Market/Infrastructure,1
"anaerobic digestion plant, for sewage sludge",unit,transformation,material/Chemicals/Others/Transformation/Infrastructure,2
anhydrite,kilogram,market,material/Chemicals/Inorganic/Market,2
anhydrite,kilogram,market,material/Others/Obsolete,1
anhydrite,kilogram,transformation,material/Chemicals/Inorganic/Transformation,2
anhydrite floor,kilogram,market,material/Construction/Coverings/Market,1
anhydrite floor,kilogram,transformation,material/Construction/Coverings/Transformation,2
anhydrite rock,kilogram,market,material/Chemicals/Inorganic/Market,2
anhydrite rock,kilogram,market,material/Others/Obsolete,1
anhydrite rock,kilogram,transformation,material/Chemicals/Inorganic/Transformation,4
"anhydrite, burned",kilogram,market,material/Chemicals/Inorganic/Market,1
"anhydrite, burned",kilogram,transformation,material/Chemicals/Inorganic/Transformation,2
aniline,kilogram,market,material/Chemicals/Organic/Market,2
aniline,kilogram,market,material/Others/Obsolete,1
aniline,kilogram,transformation,material/Chemicals/Organic/Transformation,2
anionic resin,kilogram,market,material/Chemicals/Others/Market,2
anionic resin,kilogram,market,material/Others/Obsolete,1
anionic resin,kilogram,transformation,material/Chemicals/Others/Transformation,2
anode factory,unit,market,material/Metals/Extraction/Market/Infrastructure,1
anode factory,unit,transformation,material/Metals/Extraction/Transformation/Infrastructure,2
anode refinery,unit,market,material/Metals/Extraction/Market/Infrastructure,1
anode refinery,unit,transformation,material/Metals/Extraction/Transformation/Infrastructure,2
"anode slime from electrorefining of copper, anode",kilogram,market,material/Metals/Non ferro/Market,1
"anode slime from electrorefining of copper, anode",kilogram,transformation,material/Metals/Non ferro/Transformation,1
"anode, for metal electrolysis",kilogram,market,material/Metals/Extraction/Market,1
"anode, for metal electrolysis",kilogram,transformation,material/Metals/Extraction/Transformation,2
"anode, graphite, for Li-ion battery",kilogram,market,material/Electronics/Battery/Market,2
"anode, graphite, for Li-ion battery",kilogram,transformation,material/Electronics/Battery/Transformation,2
"anode, graphite, for lithium-ion battery",kilogram,market,material/Others/Obsolete,1
"anode, graphite, for lithium-ion battery",kilogram,transformation,material/Others/Obsolete,2
"anode, paste, for aluminium electrolysis",kilogram,market,material/Metals/Extraction/Market,1
"anode, paste, for aluminium electrolysis",kilogram,transformation,material/Metals/Extraction/Transformation,8
"anode, paste, for aluminium electrolysis",kilogram,transformation,material/Others/Obsolete,1
"anode, prebake, for aluminium electrolysis",kilogram,market,material/Metals/Extraction/Market,1
"anode, prebake, for aluminium electrolysis",kilogram,transformation,material/Metals/Extraction/Transformation,10
"anode, prebake, for aluminium electrolysis",kilogram,transformation,material/Others/Obsolete,1
"anode, silicon coated graphite, for Li-ion battery",kilogram,market,material/Electronics/Battery/Market,2
"anode, silicon coated graphite, for Li-ion battery",kilogram,transformation,material/Electronics/Battery/Transformation,4
"anodising, aluminium sheet",square meter,market,processing/Metals/Coating/Market,1
"anodising, aluminium sheet",square meter,transformation,processing/Metals/Coating/Transformation,3
anthranilic acid,kilogram,market,material/Chemicals/Acids (organic)/Market,1
anthranilic acid,kilogram,transformation,material/Chemicals/Acids (organic)/Transformation,2
anthraquinone,kilogram,market,material/Chemicals/Organic/Market,1
anthraquinone,kilogram,transformation,material/Chemicals/Organic/Transformation,2
"anti-reflex-coating, etching, solar glass",square meter,market,processing/Glass/Market,1
"anti-reflex-coating, etching, solar glass",square meter,transformation,processing/Glass/Transformation,2
antifouling paint emissions,kilogram,market,waste treatment/Transport/Market,1
antifouling paint emissions,kilogram,transformation,waste treatment/Transport/Transformation,4
antimony,kilogram,market,material/Metals/Non ferro/Market,1
antimony,kilogram,transformation,material/Metals/Non ferro/Transformation,2
"antimony slag, desulfurised",kilogram,market,waste treatment/Metals/Waste metals/Market,1
"antimony slag, desulfurised",kilogram,transformation,waste treatment/Landfill/Residual material landfill/Transformation,1
"antimony slag, water-quenched",kilogram,market,waste treatment/Metals/Waste metals/Market,1
"antimony slag, water-quenched",kilogram,transformation,waste treatment/Landfill/Residual material landfill/Transformation,1
apple,kilogram,market,material/Agricultural/Plant production/Fruits/Market,1
apple,kilogram,transformation,material/Agricultural/Plant production/Fruits/Transformation,6
apple,kilogram,transformation,material/Others/Obsolete,1
"application of plant protection product, by field sprayer",hectare,market,processing/Agricultural/Market,1
"application of plant protection product, by field sprayer",hectare,market,processing/Others/Obsolete,2
"application of plant protection product, by field sprayer",hectare,transformation,processing/Agricultural/Transformation,6
apricot,kilogram,market,material/Agricultural/Plant production/Fruits/Market,1
apricot,kilogram,transformation,material/Agricultural/Plant production/Fruits/Transformation,5
"argon, crude, liquid",kilogram,market,material/Chemicals/Gases/Liquified/Market,1
"argon, crude, liquid",kilogram,transformation,material/Chemicals/Gases/Liquified/Transformation,3
"argon, liquid",kilogram,market,material/Chemicals/Gases/Liquified/Market,2
"argon, liquid",kilogram,market,material/Others/Obsolete,1
"argon, liquid",kilogram,transformation,material/Chemicals/Gases/Liquified/Transformation,2
arsine,kilogram,market,material/Chemicals/Inorganic/Market,1
arsine,kilogram,transformation,material/Chemicals/Inorganic/Transformation,1
"asbestos, crysotile type",kilogram,market,material/Minerals/Market,1
"asbestos, crysotile type",kilogram,transformation,material/Minerals/Transformation,1
ascorbic acid,kilogram,market,material/Chemicals/Acids (organic)/Market,1
ascorbic acid,kilogram,transformation,material/Chemicals/Acids (organic)/Transformation,2
ash from deinking sludge,kilogram,market,waste treatment/Others/Market,2
ash from deinking sludge,kilogram,market,waste treatment/Others/Obsolete,1
ash from deinking sludge,kilogram,transformation,waste treatment/Landfill/Residual material landfill/Transformation,2
ash from paper production sludge,kilogram,market,waste treatment/Others/Market,3
ash from paper production sludge,kilogram,market,waste treatment/Others/Obsolete,1
ash from paper production sludge,kilogram,transformation,waste treatment/Landfill/Residual material landfill/Transformation,3
"ash, from combustion of bagasse from sugar cane",kilogram,market,waste treatment/Others/Obsolete,1
"ash, from combustion of bagasse from sugar cane",kilogram,transformation,waste treatment/Others/Obsolete,1
"ash, from combustion of bagasse from sugarcane",kilogram,market,processing/Waste/Market,1
"ash, from combustion of bagasse from sugarcane",kilogram,transformation,material/Others/Transformation,1
"ash, from combustion of bagasse from sugarcane",kilogram,transformation,waste treatment/Others/Obsolete,1
"ash, from combustion of straw",kilogram,market,material/Others/Market,1
"ash, from combustion of straw",kilogram,transformation,material/Others/Transformation,1
"asparagus seedling, for planting",unit,market,material/Agricultural/Plant seeds/Market,1
"asparagus seedling, for planting",unit,transformation,material/Agricultural/Plant seeds/Transformation,2
"assembly of generator and motor, auxilliaries and energy use, for mini CHP plant",unit,market,processing/Electronics/Market,1
"assembly of generator and motor, auxilliaries and energy use, for mini CHP plant",unit,transformation,processing/Electronics/Transformation,2
"assembly of generator and motor, auxilliaries and energy use, heat and power co-generation unit, 160kW electrical",unit,market,processing/Electronics/Market,1
"assembly of generator and motor, auxilliaries and energy use, heat and power co-generation unit, 160kW electrical",unit,transformation,processing/Electronics/Transformation,2
"assembly of liquid crystal display, auxilliaries and energy use",kilogram,market,processing/Electronics/Market,1
"assembly of liquid crystal display, auxilliaries and energy use",kilogram,transformation,processing/Electronics/Transformation,1
atrazine,kilogram,market,material/Chemicals/Pesticides/Market,1
atrazine,kilogram,transformation,material/Chemicals/Pesticides/Transformation,2
aubergine,kilogram,market,material/Agricultural/Plant production/Fruits/Market,1
aubergine,kilogram,transformation,material/Agricultural/Plant production/Vegetables/Transformation,3
autoclaved aerated concrete block,kilogram,market,material/Construction/Concrete/Market,3
autoclaved aerated concrete block,kilogram,market,material/Others/Obsolete,1
autoclaved aerated concrete block,kilogram,transformation,material/Construction/Concrete/Transformation,3
"auxiliary heating unit, electric, 5kW",unit,market,energy/Heat/Solar/Market/Infrastructure,1
"auxiliary heating unit, electric, 5kW",unit,transformation,energy/Heat/Solar/Transformation/Infrastructure,2
average incineration residue,kilogram,market,waste treatment/Landfill/Residual material landfill/Market,2
average incineration residue,kilogram,market,waste treatment/Others/Obsolete,1
average incineration residue,kilogram,transformation,waste treatment/Landfill/Residual material landfill/Transformation,2
"average paper carbon storage (1.66 CO2/kg), use only in PAS2050 wizard",kilogram,transformation,material/Others/Carbon content biogenic materials,1
"average Rubber, use only in PAS2050 wizard",kilogram,transformation,material/Others/Carbon content fossil materials,1
avocado,kilogram,market,material/Agricultural/Plant production/Fruits/Market,1
avocado,kilogram,transformation,material/Agricultural/Plant production/Fruits/Transformation,1
azodicarbonamide,kilogram,market,material/Chemicals/Inorganic/Market,1
azodicarbonamide,kilogram,transformation,material/Chemicals/Inorganic/Transformation,2
"backlight, for liquid crystal display",kilogram,market,material/Electronics/Component/Market,1
"backlight, for liquid crystal display",kilogram,transformation,material/Electronics/Component/Transformation,1
"bagasse, from sugarcane",kilogram,market,material/Agricultural/Intermediate products/Market,3
"bagasse, from sugarcane",kilogram,market,material/Others/Obsolete,1
"bagasse, from sugarcane",kilogram,market,waste treatment/Others/Obsolete,3
"bagasse, from sugarcane",kilogram,transformation,material/Agricultural/Intermediate products/Transformation,4
"bagasse, from sugarcane",kilogram,transformation,material/Others/Obsolete,1
"bagasse, from sugarcane",kilogram,transformation,waste treatment/Others/Obsolete,4
"bagasse, from sweet sorghum",kilogram,market,material/Agricultural/Intermediate products/Market,1
"bagasse, from sweet sorghum",kilogram,market,waste treatment/Others/Obsolete,1
"bagasse, from sweet sorghum",kilogram,transformation,material/Agricultural/Plant production/Roughage/Transformation,2
bale loading,unit,market,processing/Agricultural/Market,1
bale loading,unit,transformation,processing/Agricultural/Transformation,3
baling,unit,market,processing/Agricultural/Market,1
baling,unit,transformation,processing/Agricultural/Transformation,3
bamboo culm,kilogram,market,material/Wood/Products/Market,5
bamboo culm,kilogram,transformation,material/Wood/Products/Transformation,5
bamboo pole,kilogram,market,material/Wood/Products/Market,5
bamboo pole,kilogram,transformation,material/Wood/Products/Transformation,5
bamboo residues,kilogram,transformation,material/Others/Obsolete,1
banana,kilogram,market,material/Agricultural/Plant production/Fruits/Market,1
banana,kilogram,transformation,material/Agricultural/Plant production/Fruits/Transformation,5
banana,kilogram,transformation,material/Others/Obsolete,1
