name,reference product,location,unit,outcome,previous_confidence,candidate_confidence,candidate_deprecated,candidate_geographic_proxy,evidence,previous_target,candidate_target,candidate_method,candidate_reasoning,lineage_kind,lineage_scope,lineage_file,lineage_source,lineage_comment,lineage_fit,lineage_confidence,lineage_flags,screening_flags,followup_outcome,followup_reason,final_confidence
market for pitch,pitch,RoW,kilogram,same_target,0.148008,1,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Pitch despergents, in paper production, at plant"", ""reference product"": ""Pitch despergents, in paper production, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Pitch despergents, in paper production, at plant"", ""reference product"": ""Pitch despergents, in paper production, at plant"", ""unit"": ""kilogram""}",review,[Manual] exact:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RoW"", ""name"": ""market for pitch"", ""reference product"": ""pitch"", ""unit"": ""kilogram""}",,exact,1.0,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.148008
market for pitch,pitch,ZA,kilogram,same_target,0.148008,1,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Pitch despergents, in paper production, at plant"", ""reference product"": ""Pitch despergents, in paper production, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Pitch despergents, in paper production, at plant"", ""reference product"": ""Pitch despergents, in paper production, at plant"", ""unit"": ""kilogram""}",review,[Manual] exact:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""ZA"", ""name"": ""market for pitch"", ""reference product"": ""pitch"", ""unit"": ""kilogram""}",,exact,1.0,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.148008
"basic oxygen furnace secondary metallurgy slag, for recovery to generic market for supplementary cementitious materials",supplementary cementitious materials,RoW,kilogram,same_target,0.148908,1,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Basic oxygen furnace slag, at plant"", ""reference product"": ""Basic oxygen furnace slag, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Basic oxygen furnace slag, at plant"", ""reference product"": ""Basic oxygen furnace slag, at plant"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,mapping_decisions.json,"{""location"": ""RER"", ""name"": ""basic oxygen furnace secondary metallurgy slag, for recovery to generic market for supplementary cementitious materials"", ""reference product"": ""supplementary cementitious materials"", ""unit"": ""kilogram""}",,rough proxy,0.4,choice_inherited_without_exact_source_review; inherited_confidence_exceeds_origin,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.148908
"electric arc furnace secondary metallurgy slag, for recovery to generic market for supplementary cementitious materials",supplementary cementitious materials,RoW,kilogram,same_target,0.148908,1,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Electric arc furnace slag, at plant"", ""reference product"": ""Electric arc furnace slag, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Electric arc furnace slag, at plant"", ""reference product"": ""Electric arc furnace slag, at plant"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,mapping_decisions.json,"{""location"": ""RER"", ""name"": ""electric arc furnace secondary metallurgy slag, for recovery to generic market for supplementary cementitious materials"", ""reference product"": ""supplementary cementitious materials"", ""unit"": ""kilogram""}",,good proxy,0.7,choice_inherited_without_exact_source_review; inherited_confidence_exceeds_origin,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.148908
market for NPK (15-15-15) fertiliser,NPK (15-15-15) fertiliser,CN,kilogram,same_target,0.149196,1,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Average mineral fertiliser, as N, at regional storehouse"", ""reference product"": ""Average mineral fertiliser, as N, at regional storehouse"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Average mineral fertiliser, as N, at regional storehouse"", ""reference product"": ""Average mineral fertiliser, as N, at regional storehouse"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,mapping_decisions.json,"{""location"": ""RER"", ""name"": ""market for NPK (15-15-15) fertiliser"", ""reference product"": ""NPK (15-15-15) fertiliser"", ""unit"": ""kilogram""}",,good proxy,0.7,choice_inherited_without_exact_source_review; inherited_confidence_exceeds_origin,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.149196
market for NPK (15-15-15) fertiliser,NPK (15-15-15) fertiliser,RNA,kilogram,same_target,0.149196,1,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Average mineral fertiliser, as N, at regional storehouse"", ""reference product"": ""Average mineral fertiliser, as N, at regional storehouse"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Average mineral fertiliser, as N, at regional storehouse"", ""reference product"": ""Average mineral fertiliser, as N, at regional storehouse"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,mapping_decisions.json,"{""location"": ""RER"", ""name"": ""market for NPK (15-15-15) fertiliser"", ""reference product"": ""NPK (15-15-15) fertiliser"", ""unit"": ""kilogram""}",,good proxy,0.7,choice_inherited_without_exact_source_review; inherited_confidence_exceeds_origin,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.149196
market for NPK (15-15-15) fertiliser,NPK (15-15-15) fertiliser,RoW,kilogram,same_target,0.149196,1,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Average mineral fertiliser, as N, at regional storehouse"", ""reference product"": ""Average mineral fertiliser, as N, at regional storehouse"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Average mineral fertiliser, as N, at regional storehouse"", ""reference product"": ""Average mineral fertiliser, as N, at regional storehouse"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,mapping_decisions.json,"{""location"": ""RER"", ""name"": ""market for NPK (15-15-15) fertiliser"", ""reference product"": ""NPK (15-15-15) fertiliser"", ""unit"": ""kilogram""}",,good proxy,0.7,choice_inherited_without_exact_source_review; inherited_confidence_exceeds_origin,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.149196
NPK (15-15-15) fertiliser production,NPK (15-15-15) fertiliser,CN,kilogram,same_target,0.153791,1,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Average mineral fertiliser, as N, at regional storehouse"", ""reference product"": ""Average mineral fertiliser, as N, at regional storehouse"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Average mineral fertiliser, as N, at regional storehouse"", ""reference product"": ""Average mineral fertiliser, as N, at regional storehouse"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,mapping_decisions.json,"{""location"": ""RER"", ""name"": ""NPK (15-15-15) fertiliser production"", ""reference product"": ""NPK (15-15-15) fertiliser"", ""unit"": ""kilogram""}",,good proxy,0.7,choice_inherited_without_exact_source_review; inherited_confidence_exceeds_origin,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.153791
NPK (15-15-15) fertiliser production,NPK (15-15-15) fertiliser,RNA,kilogram,same_target,0.153791,1,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Average mineral fertiliser, as N, at regional storehouse"", ""reference product"": ""Average mineral fertiliser, as N, at regional storehouse"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Average mineral fertiliser, as N, at regional storehouse"", ""reference product"": ""Average mineral fertiliser, as N, at regional storehouse"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,mapping_decisions.json,"{""location"": ""RER"", ""name"": ""NPK (15-15-15) fertiliser production"", ""reference product"": ""NPK (15-15-15) fertiliser"", ""unit"": ""kilogram""}",,good proxy,0.7,choice_inherited_without_exact_source_review; inherited_confidence_exceeds_origin,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.153791
NPK (15-15-15) fertiliser production,NPK (15-15-15) fertiliser,RoW,kilogram,same_target,0.153791,1,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Average mineral fertiliser, as N, at regional storehouse"", ""reference product"": ""Average mineral fertiliser, as N, at regional storehouse"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Average mineral fertiliser, as N, at regional storehouse"", ""reference product"": ""Average mineral fertiliser, as N, at regional storehouse"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,mapping_decisions.json,"{""location"": ""RER"", ""name"": ""NPK (15-15-15) fertiliser production"", ""reference product"": ""NPK (15-15-15) fertiliser"", ""unit"": ""kilogram""}",,good proxy,0.7,choice_inherited_without_exact_source_review; inherited_confidence_exceeds_origin,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.153791
market for spent solvent mixture,spent solvent mixture,Europe without Switzerland,kilogram,same_target,0.155227,0.4,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Disposal, solvents mixture, 16.5% water, to hazardous waste incineration"", ""reference product"": ""Disposal, solvents mixture, 16.5% water, to hazardous waste incineration"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, solvents mixture, 16.5% water, to hazardous waste incineration"", ""reference product"": ""Disposal, solvents mixture, 16.5% water, to hazardous waste incineration"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""Europe without Switzerland"", ""name"": ""market for spent solvent mixture"", ""reference product"": ""spent solvent mixture"", ""unit"": ""kilogram""}",,rough proxy,0.4,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.155227
market for spent solvent mixture,spent solvent mixture,RoW,kilogram,same_target,0.155227,0.4,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Disposal, solvents mixture, 16.5% water, to hazardous waste incineration"", ""reference product"": ""Disposal, solvents mixture, 16.5% water, to hazardous waste incineration"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, solvents mixture, 16.5% water, to hazardous waste incineration"", ""reference product"": ""Disposal, solvents mixture, 16.5% water, to hazardous waste incineration"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RoW"", ""name"": ""market for spent solvent mixture"", ""reference product"": ""spent solvent mixture"", ""unit"": ""kilogram""}",,rough proxy,0.4,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.155227
"coke production, dry quenching",coke,CN,megajoule,same_target,0.157333,0.7,False,True,Both mappings select the identical target.,"{""location"": ""GLO"", ""name"": ""Coke oven gas, at plant"", ""reference product"": ""Coke oven gas, at plant"", ""unit"": ""megajoule""}","{""location"": ""GLO"", ""name"": ""Coke oven gas, at plant"", ""reference product"": ""Coke oven gas, at plant"", ""unit"": ""megajoule""}",review,[Manual] good proxy: reuse: same BAFU target as your other 'coke' mappings (learned) | Reviewed by hand (Karin).,script_reuse,exact_source,mapping_decisions.json,"{""location"": ""CN"", ""name"": ""coke production, dry quenching"", ""reference product"": ""coke"", ""unit"": ""megajoule""}",reuse: same BAFU target as your other 'coke' mappings (learned),good proxy,0.7,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.157333
