name,reference product,location,unit,outcome,previous_confidence,candidate_confidence,candidate_deprecated,candidate_geographic_proxy,evidence,previous_target,candidate_target,candidate_method,candidate_reasoning
benzaldehyde-2-sulfonic acid production,benzaldehyde-2-sulfonic acid,GLO,kilogram,accept_chemical_proxy,0.245657,0.6,False,False,Low-confidence named target does not preserve the source chemical identity; branch provides the correct broad chemical family. Coarse proxy only.,"{""location"": ""GLO"", ""name"": ""Sulphuric acid from viscose production, at plant"", ""reference product"": ""Sulphuric acid from viscose production, at plant"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Chemicals organic, at plant"", ""reference product"": ""Chemicals organic, at plant"", ""unit"": ""kilogram""}",chemical_proxy,"[Rule chem-proxy] generic organic chemistry proxy | No specific BAFU dataset -> generic 'Chemicals organic/inorganic, at plant'. VERIFY (may over-apply)."
bicycle production,bicycle,RER,unit,accept_product_match,0.364584,1,False,False,Previously inspected exact-product/material-form correction from the initial review.,"{""location"": ""CH"", ""name"": ""Disposal, bicycle"", ""reference product"": ""Disposal, bicycle"", ""unit"": ""unit""}","{""location"": ""RER"", ""name"": ""Bicycle, at regional storage"", ""reference product"": ""Bicycle, at regional storage"", ""unit"": ""unit""}",curated,"[Curated] Romain's CSV, auto-reconciled."
bicycle production,bicycle,RoW,unit,accept_product_match,0.364584,1,False,True,Previously inspected exact-product/material-form correction from the initial review.,"{""location"": ""CH"", ""name"": ""Disposal, bicycle"", ""reference product"": ""Disposal, bicycle"", ""unit"": ""unit""}","{""location"": ""RER"", ""name"": ""Bicycle, at regional storage"", ""reference product"": ""Bicycle, at regional storage"", ""unit"": ""unit""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"blower and heat exchange unit production, Avent E 97","blower and heat exchange unit, Avent E 97",RER,unit,accept_functional_match,0.327327,1,False,False,Model-matched ventilation equipment replaces a cogeneration heat exchanger.,"{""location"": ""RER"", ""name"": ""Heat exchanger of cogen unit 160kWe"", ""reference product"": ""Heat exchanger of cogen unit 160kWe"", ""unit"": ""unit""}","{""location"": ""RER"", ""name"": ""Ventilation equipment, Avent E 97, at plant"", ""reference product"": ""Ventilation equipment, Avent E 97, at plant"", ""unit"": ""unit""}",review,[Manual] Reviewed by hand (Karin).
"blower and heat exchange unit production, GE 250 RH","blower and heat exchange unit, GE 250 RH",RoW,unit,accept_functional_match,0.245831,1,False,True,Model-matched ventilation equipment replaces a cogeneration heat exchanger.,"{""location"": ""RER"", ""name"": ""Heat exchanger of cogen unit 160kWe"", ""reference product"": ""Heat exchanger of cogen unit 160kWe"", ""unit"": ""unit""}","{""location"": ""CH"", ""name"": ""Ventilation equipment, GE 250 RH, at plant"", ""reference product"": ""Ventilation equipment, GE 250 RH, at plant"", ""unit"": ""unit""}",review,[Manual] Reviewed by hand (Karin).
"blower and heat exchange unit production, KWL 250","blower and heat exchange unit, KWL 250",RER,unit,accept_functional_match,0.333319,1,False,False,Model-matched ventilation equipment replaces a cogeneration heat exchanger.,"{""location"": ""RER"", ""name"": ""Heat exchanger of cogen unit 160kWe"", ""reference product"": ""Heat exchanger of cogen unit 160kWe"", ""unit"": ""unit""}","{""location"": ""RER"", ""name"": ""Ventilation equipment, KWL 250, at plant"", ""reference product"": ""Ventilation equipment, KWL 250, at plant"", ""unit"": ""unit""}",review,[Manual] Reviewed by hand (Karin).
"blower and heat exchange unit production, KWL 250","blower and heat exchange unit, KWL 250",RoW,unit,accept_functional_match,0.253319,1,False,True,Model-matched ventilation equipment replaces a cogeneration heat exchanger.,"{""location"": ""RER"", ""name"": ""Heat exchanger of cogen unit 160kWe"", ""reference product"": ""Heat exchanger of cogen unit 160kWe"", ""unit"": ""unit""}","{""location"": ""RER"", ""name"": ""Ventilation equipment, KWL 250, at plant"", ""reference product"": ""Ventilation equipment, KWL 250, at plant"", ""unit"": ""unit""}",review,[Manual] Reviewed by hand (Karin).
"blower and heat exchange unit production, Storkair G 90","blower and heat exchange unit, Storkair G 90",RER,unit,accept_functional_match,0.316396,1,True,False,Model-matched ventilation equipment replaces a cogeneration heat exchanger.,"{""location"": ""RER"", ""name"": ""Heat exchanger of cogen unit 160kWe"", ""reference product"": ""Heat exchanger of cogen unit 160kWe"", ""unit"": ""unit""}","{""location"": ""RER"", ""name"": ""xx Ventilation equipment, Storkair G 90, at plant"", ""reference product"": ""xx Ventilation equipment, Storkair G 90, at plant"", ""unit"": ""unit""}",review,[Manual] Reviewed by hand (Karin).
"blower and heat exchange unit production, Storkair G 90","blower and heat exchange unit, Storkair G 90",RoW,unit,accept_functional_match,0.236396,1,True,True,Model-matched ventilation equipment replaces a cogeneration heat exchanger.,"{""location"": ""RER"", ""name"": ""Heat exchanger of cogen unit 160kWe"", ""reference product"": ""Heat exchanger of cogen unit 160kWe"", ""unit"": ""unit""}","{""location"": ""RER"", ""name"": ""xx Ventilation equipment, Storkair G 90, at plant"", ""reference product"": ""xx Ventilation equipment, Storkair G 90, at plant"", ""unit"": ""unit""}",review,[Manual] Reviewed by hand (Karin).
"blower and heat exchange unit production, Twl-700","blower and heat exchange unit, Twl-700",RER,unit,accept_functional_match,0.333319,1,False,False,Model-matched ventilation equipment replaces a cogeneration heat exchanger.,"{""location"": ""RER"", ""name"": ""Heat exchanger of cogen unit 160kWe"", ""reference product"": ""Heat exchanger of cogen unit 160kWe"", ""unit"": ""unit""}","{""location"": ""RER"", ""name"": ""Ventilation equipment, Twl-700, at plant"", ""reference product"": ""Ventilation equipment, Twl-700, at plant"", ""unit"": ""unit""}",review,[Manual] Reviewed by hand (Karin).
"blower and heat exchange unit production, Twl-700","blower and heat exchange unit, Twl-700",RoW,unit,accept_functional_match,0.253319,1,False,True,Model-matched ventilation equipment replaces a cogeneration heat exchanger.,"{""location"": ""RER"", ""name"": ""Heat exchanger of cogen unit 160kWe"", ""reference product"": ""Heat exchanger of cogen unit 160kWe"", ""unit"": ""unit""}","{""location"": ""RER"", ""name"": ""Ventilation equipment, Twl-700, at plant"", ""reference product"": ""Ventilation equipment, Twl-700, at plant"", ""unit"": ""unit""}",review,[Manual] Reviewed by hand (Karin).
"brass drilling, computer numerical controlled","brass removed by drilling, computer numerical controlled",RER,kilogram,accept_functional_match,0.332,1,True,False,CNC drilling service replaces conventional drilling for the same material.,"{""location"": ""RER"", ""name"": ""xx Drilling, conventional, brass"", ""reference product"": ""xx Drilling, conventional, brass"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""xx Drilling, CNC, brass"", ""reference product"": ""xx Drilling, CNC, brass"", ""unit"": ""kilogram""}",review,[Manual] exact:  | Reviewed by hand (Karin).
"brass drilling, computer numerical controlled","brass removed by drilling, computer numerical controlled",RoW,kilogram,accept_functional_match,0.252,1,True,True,CNC drilling service replaces conventional drilling for the same material.,"{""location"": ""RER"", ""name"": ""xx Drilling, conventional, brass"", ""reference product"": ""xx Drilling, conventional, brass"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""xx Drilling, CNC, brass"", ""reference product"": ""xx Drilling, CNC, brass"", ""unit"": ""kilogram""}",review,[Manual] exact:  | Reviewed by hand (Karin).
bromopropane production,bromopropane,RER,kilogram,accept_chemical_proxy,0.186694,0.6,False,True,Low-confidence named target does not preserve the source chemical identity; branch provides the correct broad chemical family. Coarse proxy only.,"{""location"": ""RER"", ""name"": ""1-propanol, at plant"", ""reference product"": ""1-propanol, at plant"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Chemicals organic, at plant"", ""reference product"": ""Chemicals organic, at plant"", ""unit"": ""kilogram""}",chemical_proxy,"[Rule chem-proxy] generic organic chemistry proxy | No specific BAFU dataset -> generic 'Chemicals organic/inorganic, at plant'. VERIFY (may over-apply)."
bromopropane production,bromopropane,RoW,kilogram,accept_chemical_proxy,0.106694,0.6,False,True,Low-confidence named target does not preserve the source chemical identity; branch provides the correct broad chemical family. Coarse proxy only.,"{""location"": ""RER"", ""name"": ""1-propanol, at plant"", ""reference product"": ""1-propanol, at plant"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Chemicals organic, at plant"", ""reference product"": ""Chemicals organic, at plant"", ""unit"": ""kilogram""}",chemical_proxy,"[Rule chem-proxy] generic organic chemistry proxy | No specific BAFU dataset -> generic 'Chemicals organic/inorganic, at plant'. VERIFY (may over-apply)."
"bronze scrap, post-consumer to generic market for bronze",bronze,GLO,kilogram,accept_product_match,0.273906,0.9,False,True,Previously inspected exact-product/material-form correction from the initial review.,"{""location"": ""RER"", ""name"": ""Contour, bronze"", ""reference product"": ""Contour, bronze"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Bronze, at plant"", ""reference product"": ""Bronze, at plant"", ""unit"": ""kilogram""}",structural_refprod,"[Rule refprod] Reference product = a BAFU product, all its words in the source name."
"calcium carbonate production, precipitated","calcium carbonate, precipitated",RER,kilogram,accept_chemical_proxy,0.305392,0.6,False,True,Low-confidence named target does not preserve the source chemical identity; branch provides the correct broad chemical family. Coarse proxy only.,"{""location"": ""RER"", ""name"": ""Ammonium carbonate, at plant"", ""reference product"": ""Ammonium carbonate, at plant"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Chemicals inorganic, at plant"", ""reference product"": ""Chemicals inorganic, at plant"", ""unit"": ""kilogram""}",chemical_proxy,"[Rule chem-proxy] generic inorganic chemistry proxy | No specific BAFU dataset -> generic 'Chemicals organic/inorganic, at plant'. VERIFY (may over-apply)."
"calcium carbonate production, precipitated","calcium carbonate, precipitated",RoW,kilogram,accept_chemical_proxy,0.225392,0.6,False,True,Low-confidence named target does not preserve the source chemical identity; branch provides the correct broad chemical family. Coarse proxy only.,"{""location"": ""RER"", ""name"": ""Ammonium carbonate, at plant"", ""reference product"": ""Ammonium carbonate, at plant"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Chemicals inorganic, at plant"", ""reference product"": ""Chemicals inorganic, at plant"", ""unit"": ""kilogram""}",chemical_proxy,"[Rule chem-proxy] generic inorganic chemistry proxy | No specific BAFU dataset -> generic 'Chemicals organic/inorganic, at plant'. VERIFY (may over-apply)."
"cast iron drilling, computer numerical controlled","cast iron removed by drilling, computer numerical controlled",RER,kilogram,accept_functional_match,0.393004,1,True,False,CNC drilling service replaces conventional drilling for the same material.,"{""location"": ""RER"", ""name"": ""xx Drilling, conventional, cast iron"", ""reference product"": ""xx Drilling, conventional, cast iron"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""xx Drilling, CNC, cast iron"", ""reference product"": ""xx Drilling, CNC, cast iron"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).
"cast iron drilling, computer numerical controlled","cast iron removed by drilling, computer numerical controlled",RoW,kilogram,accept_functional_match,0.313004,1,True,True,CNC drilling service replaces conventional drilling for the same material.,"{""location"": ""RER"", ""name"": ""xx Drilling, conventional, cast iron"", ""reference product"": ""xx Drilling, conventional, cast iron"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""xx Drilling, CNC, cast iron"", ""reference product"": ""xx Drilling, CNC, cast iron"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).
"cement production, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049",waste concrete gravel,CH,kilogram,accept_waste_material,0.274668,0.4,False,False,Branch supplies waste handling for the named material rather than an unrelated supplied product/material.,"{""location"": ""CH"", ""name"": ""Sand / concrete gravel, in sorting plant"", ""reference product"": ""Sand / concrete gravel, in sorting plant"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, concrete, as building waste"", ""reference product"": ""Disposal, concrete, as building waste"", ""unit"": ""kilogram""}",review,[Manual] rough proxy: reuse: same BAFU target as your other 'waste concrete gravel' mappings (learned) | Reviewed by hand (Karin).
